País,Enero 1992,Febrero 1992,Marzo 1992,Abril 1992,Mayo 1992,Junio 1992,Julio 1992,Agosto 1992,Septiembre 1992,Octubre 1992,Noviembre 1992,Diciembre 1992,Enero 1993,Febrero 1993,Marzo 1993,Abril 1993,Mayo 1993,Junio 1993,Julio 1993,Agosto 1993,Septiembre 1993,Octubre 1993,Noviembre 1993,Diciembre 1993,Enero 1994,Febrero 1994,Marzo 1994,Abril 1994,Mayo 1994,Junio 1994,Julio 1994,Agosto 1994,Septiembre 1994,Octubre 1994,Noviembre 1994,Diciembre 1994,Enero 1995,Febrero 1995,Marzo 1995,Abril 1995,Mayo 1995,Junio 1995,Julio 1995,Agosto 1995,Septiembre 1995,Octubre 1995,Noviembre 1995,Diciembre 1995,Enero 1996,Febrero 1996,Marzo 1996,Abril 1996,Mayo 1996,Junio 1996,Julio 1996,Agosto 1996,Septiembre 1996,Octubre 1996,Noviembre 1996,Diciembre 1996,Enero 1997,Febrero 1997,Marzo 1997,Abril 1997,Mayo 1997,Junio 1997,Julio 1997,Agosto 1997,Septiembre 1997,Octubre 1997,Noviembre 1997,Diciembre 1997,Enero 1998,Febrero 1998,Marzo 1998,Abril 1998,Mayo 1998,Junio 1998,Julio 1998,Agosto 1998,Septiembre 1998,Octubre 1998,Noviembre 1998,Diciembre 1998,Enero 1999,Febrero 1999,Marzo 1999,Abril 1999,Mayo 1999,Junio 1999,Julio 1999,Agosto 1999,Septiembre 1999,Octubre 1999,Noviembre 1999,Diciembre 1999,Enero 2000,Febrero 2000,Marzo 2000,Abril 2000,Mayo 2000,Junio 2000,Julio 2000,Agosto 2000,Septiembre 2000,Octubre 2000,Noviembre 2000,Diciembre 2000,Enero 2001,Febrero 2001,Marzo 2001,Abril 2001,Mayo 2001,Junio 2001,Julio 2001,Agosto 2001,Septiembre 2001,Octubre 2001,Noviembre 2001,Diciembre 2001,Enero 2002,Febrero 2002,Marzo 2002,Abril 2002,Mayo 2002,Junio 2002,Julio 2002,Agosto 2002,Septiembre 2002,Octubre 2002,Noviembre 2002,Diciembre 2002,Enero 2003,Febrero 2003,Marzo 2003,Abril 2003,Mayo 2003,Junio 2003,Julio 2003,Agosto 2003,Septiembre 2003,Octubre 2003,Noviembre 2003,Diciembre 2003,Enero 2004,Febrero 2004,Marzo 2004,Abril 2004,Mayo 2004,Junio 2004,Julio 2004,Agosto 2004,Septiembre 2004,Octubre 2004,Noviembre 2004,Diciembre 2004,Enero 2005,Febrero 2005,Marzo 2005,Abril 2005,Mayo 2005,Junio 2005,Julio 2005,Agosto 2005,Septiembre 2005,Octubre 2005,Noviembre 2005,Diciembre 2005,Enero 2006,Febrero 2006,Marzo 2006,Abril 2006,Mayo 2006,Junio 2006,Julio 2006,Agosto 2006,Septiembre 2006,Octubre 2006,Noviembre 2006,Diciembre 2006,Enero 2007,Febrero 2007,Marzo 2007,Abril 2007,Mayo 2007,Junio 2007,Julio 2007,Agosto 2007,Septiembre 2007,Octubre 2007,Noviembre 2007,Diciembre 2007,Enero 2008,Febrero 2008,Marzo 2008,Abril 2008,Mayo 2008,Junio 2008,Julio 2008,Agosto 2008,Septiembre 2008,Octubre 2008,Noviembre 2008,Diciembre 2008,Enero 2009,Febrero 2009,Marzo 2009,Abril 2009,Mayo 2009,Junio 2009,Julio 2009,Agosto 2009,Septiembre 2009,Octubre 2009,Noviembre 2009,Diciembre 2009,Enero 2010,Febrero 2010,Marzo 2010,Abril 2010,Mayo 2010,Junio 2010,Julio 2010,Agosto 2010,Septiembre 2010,Octubre 2010,Noviembre 2010,Diciembre 2010,Enero 2011,Febrero 2011,Marzo 2011,Abril 2011,Mayo 2011,Junio 2011,Julio 2011,Agosto 2011,Septiembre 2011,Octubre 2011,Noviembre 2011,Diciembre 2011,Enero 2012,Febrero 2012,Marzo 2012,Abril 2012,Mayo 2012,Junio 2012,Julio 2012,Agosto 2012,Septiembre 2012,Octubre 2012,Noviembre 2012,Diciembre 2012,Enero 2013,Febrero 2013,Marzo 2013,Abril 2013,Mayo 2013,Junio 2013,Julio 2013,Agosto 2013,Septiembre 2013,Octubre 2013,Noviembre 2013,Diciembre 2013,Enero 2014,Febrero 2014,Marzo 2014,Abril 2014,Mayo 2014,Junio 2014,Julio 2014,Agosto 2014,Septiembre 2014,Octubre 2014,Noviembre 2014,Diciembre 2014,Enero 2015,Febrero 2015,Marzo 2015,Abril 2015,Mayo 2015,Junio 2015,Julio 2015,Agosto 2015,Septiembre 2015,Octubre 2015,Noviembre 2015,Diciembre 2015,Enero 2016,Febrero 2016,Marzo 2016,Abril 2016,Mayo 2016,Junio 2016,Julio 2016,Agosto 2016,Septiembre 2016,Octubre 2016,Noviembre 2016,Diciembre 2016,Enero 2017,Febrero 2017,Marzo 2017,Abril 2017,Mayo 2017,Junio 2017,Julio 2017,Agosto 2017,Septiembre 2017,Octubre 2017,Noviembre 2017,Diciembre 2017,Enero 2018,Febrero 2018,Marzo 2018,Abril 2018,Mayo 2018,Junio 2018,Julio 2018,Agosto 2018,Septiembre 2018,Octubre 2018,Noviembre 2018,Diciembre 2018,Enero 2019,Febrero 2019,Marzo 2019,Abril 2019,Mayo 2019,Junio 2019,Julio 2019,Agosto 2019,Septiembre 2019,Octubre 2019,Noviembre 2019,Diciembre 2019,Enero 2020,Febrero 2020,Marzo 2020,Abril 2020,Mayo 2020,Junio 2020,Julio 2020,Agosto 2020,Septiembre 2020,Octubre 2020,Noviembre 2020,Diciembre 2020,Enero 2021,Febrero 2021,Marzo 2021,Abril 2021,Mayo 2021,Junio 2021,Julio 2021,Agosto 2021,Septiembre 2021,Octubre 2021,Noviembre 2021,Diciembre 2021,Enero 2022(p),Febrero 2022(p),Marzo 2022(p),Abril 2022(p),Mayo 2022(p),Junio 2022(p),Julio 2022(p),Agosto 2022(p),Septiembre 2022(p),Octubre 2022(p),Noviembre 2022(p),Diciembre 2022(p),Enero 2023(p),Febrero 2023(p),Marzo 2023(p),Abril 2023(p),Mayo 2023(p),Junio 2023(p),Julio 2023(p),Agosto 2023(p),Septiembre 2023(p),Octubre 2023(p),Noviembre 2023(p),Diciembre 2023(p),Enero 2024(p),Febrero 2024(p),Marzo 2024(p),Abril 2024(p),Mayo 2024(p),Junio 2024(p),Julio 2024(p),Agosto 2024(p),Septiembre 2024(p),Octubre 2024(p),Noviembre 2024(p),Diciembre 2024(p),Enero 2025(p),Febrero 2025(p),Marzo 2025(p)
Portugal,,17.5,17.5,0.196,,61.881,34.08,56.866,52.264,38.403,0.125,17.5,35.0,,38.15,,0.254,18.26,,0.09,0.162,,,17.5,38.0,,,0.338,0.09,0.79,0.246,,,0.063,,,,17.5,43.788,52.5,,9.59,,0.065,,0.2,,,,,,19.6,,20.858,19.448,0.048,,20.0,,18.0,,,,,,0.99,35.0,,18.0,,,,,,,,17.5,35.56,,,,,,57.5,19.0,,,39.1,,0.377,58.8,,57.345,73.131,36.5,55.644,,19.0,,18.0,,34.465,,14.3,37.665,19.6,34.0,33.7,,89.52,18.7,0.247,,39.518,37.66,19.0,38.6,38.0,38.117,19.0,19.0,,40.91,,19.6,39.2,19.0,116.305,19.0,79.928,28.331,0.089,,,,41.317,,18.0,58.619,20.818,,19.712,20.143,38.0,39.2036,40.367,20.507,40.0,20.632,20.0,20.841,,20.0,58.2,19.0,38.6,59.6,,39.6,,,18.0,59.051019999999994,59.186,35.505,37.613,113.947,79.37,19.0,113.127,,22.0,,0.496,27.216,,130.338,69.118,19.0,,,,213.0,69.0,144.0,437.8155,128.742,134.7,141.067,325.541,70.062,99.63,88.0,0.382,27.0,0.01259,19.148,22.639,39.2,80.0,97.4,25.1,72.3281,251.476,24.8445,,,71.968,77.0,,32.11439,19.6,53.2,137.708,118.784,328.73559,133.99115,204.07979999999998,175.0,,516.92,,20.462,318.98740999999995,319.90123,206.02208,199.18904,265.24154,154.117,314.4016,225.68,195.912,42.0,177.477,39.261,219.8,142.6,88.1,119.971,60.6,31.47,13.514,73.08675,50.0,50.26265,9.18,,88.193,,94.10114,,124.81971,19.0,89.37,44.205,124.455,92.54066,17.5,6211.164,6378.495,82.031,119.95096000000001,86.833,83.09278,40.121,21.385,101.75563000000001,63.012389999999996,103.0545,99.5,105.86775,38.6,58.89318,44.368,59.50011,23.23,81.40951,87.09825,109.0,23.0,64.302,47.63849,16.618759999999998,21.7,42.224160000000005,,68.91441,,24.286,33.921510000000005,31.97455,49.061,15.44,79.905,69.77964,,21.505,,65.827,45.35,,,49.3,42.232,44.037,90.18,46.7,104.63757000000001,59.0,61.078,60.235,104.023,41.906,93.0,70.48,49.475,,31.369,26.8,18.675,,26.752,20.6192,20.439,,,0.129,,22.622700000000002,20.6275,19.327,26.082,46.534510000000004,41.896,,23.397,42.366,72.062,22.88,,,,14.029,19.158,,,38.996,,20.344,38.373,118.71,,,36.498,24.26,72.34872,,22.398,95.78,203.51354999999998,84.937,110.805,113.13,216.376,232.7885,195.1355,224.4048,293.3734,336.285,162.926,17.658,22.15822,152.555,24.0,135.22514999999999,102.522,187.08624,62.9865,109.02503,190.82161,57.625,86.37,23.524849999999997,,47.24,46.7,51.29,38.556,,21.812,21.3,63.997,,23.55,89.62295,22.123,69.03999999999999,,42.945
Puerto Rico,0.562,,,0.05,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,20.0,16.5,0.128,,,5.235,,0.15,,0.477,,0.205,0.349,,0.18,,,0.161,20.0,81.259,,,,,,,,,0.098,1.65,24.444,,,,0.15,,0.21,,0.123,,0.94,,65.843,,,0.658,,,,,,1.618,,,0.393,2.3,0.29,1.772,0.42,0.24,40.06,,1.409,14.258,2.714,1.577,0.387,0.272,,,,45.997,,,0.154,0.5685,,,0.425,,22.0,,,,,,0.241,,1.29484,0.062,,18.371,,18.37,,20.007,,,175.595,,1.935,,18.635,1.0887,0.122,,14.871,10.087,,10.557,9.228,48.08776,47.73796,3.047,99.14132000000001,68.75713999999999,11.493,0.375,,15.093,77.26726,1.224,95.34125999999999,9.390649999999999,158.72048,16.928,0.64,3.9595,153.87048000000001,76.93524000000001,17.8,76.93524000000001,98.8947,18.16,,96.16244999999999,2.396,78.98007000000001,97.26757,0.997,76.63676,3.154,78.36026,76.63119999999999,78.34235000000001,4.023,0.541,1.8845,154.76494,1.382,0.503,89.06474,3.548,80.65424,,0.153,,,0.938,78.38831,,0.8475,1.9155,172.4458,1.554,88.4865,109.49128,87.2467,2.0385,43.7854,1.0985999999999998,15.133,44.4246,42.9846,144.7252,110.0853,151.51739999999998,67.92,0.8392000000000001,1.0922100000000001,85.94487,1.049,1.62,0.553,1.593,108.8082,108.2718,108.1065,1.1475,107.05210000000001,1.59,1.1886199999999998,0.783,1.123,0.8095,,1.499,1.17,0.358,0.8,0.587,1.148,0.775,2.507,,,1.5425,0.551,,0.375,,9129.34,1871.38,0.516,0.3635,5263.92,44.947849999999995,,0.1555,0.1595,0.25,,,,0.558,,,,,5.895,0.9262,0.9262,,,,,0.199,0.21,,,,7.18945,0.06303,,,,,,0.672,7.97894,,,,,0.089,,,,,,,0.2383,0.1254,0.1254,0.067,0.1165,,,,,,,,0.07940000000000001,0.1564,0.098,,0.1574,0.0868,0.138,,0.074,0.081,0.08220000000000001,,,,0.062,,,,,,,,,,,,,,,33.276300000000006,,0.0582,,,,18.49344,28822.531,,,,,,,,,,,,,3.7066399999999997,,,,,,,,,,20.062,5649.455,,,,,21.097,27.52,,,,20.46,33.96275,,26.15,,4.0701,,2.21055,,20.8948,,,,,,
Qatar,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.608,,,,24.375,,,,,12.243,,11.175,,,,,,,,,,,,,,,,3.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,10.8768,,,,,,,,,,,,,,,,,,,,,,,,,,,2.70246,,,,18.0,,,26.22852,,,21.0,11.0,,,,,,,49.6,,64.63,24.8,24.8,,11.0,,,,18.0,,49.6,173.6,24.8,24.8,,,10.5,,,,,,,,,14.0,,,17.5,,,18.75,,,,,25.0,,,11.34186,,,,,,,,,,,,,27.25,,,18.99,,,,,
Reino Unido,11068.675,8504.528,14205.344,15543.397,16193.945,12464.582,17735.077,11631.705,14922.425,14505.751,16888.755,13660.897,17235.39,12223.32,15405.199,11626.668,12203.724,12538.474,17881.337,15690.71,17237.651,9363.967,12717.014,18040.599,18123.638,8255.78,13331.157,15087.158,8451.677,11365.846,10874.767,12015.008,10911.96,11551.509,9378.928,9748.887,7200.565,10089.399,13293.635,13002.388,12469.06,13962.883,17103.76,20193.804,16491.441,9017.421,13858.946,9391.291,11831.152,8112.07,9638.608,16160.359,12189.099,10133.999,17684.657,19721.953,6766.11,9723.475,7479.159,10433.466,13389.135,13289.3,14283.105,11867.425,12518.666,14840.585,13575.64,9075.755,10239.17,13602.633,8634.194,9141.177,12953.885,10001.251,8687.939,9552.551,11657.244,8987.895,12909.165,11773.665,11329.783,10299.915,9556.539,10601.321,6181.06,7752.745,10118.928,4079.144,6797.434,9079.081,16765.006,9909.963,6648.343,9106.354,17201.65,10134.222,9180.757,8442.972,14274.336,4171.779,2328.684,2675.695,2348.179,3066.818,3287.104,2137.795,3378.62,2999.873,936.858,823.048,2227.968,1949.2,1577.143,1604.9245600000002,1350.07537,1180.2971200000002,1022.29911,900.38365,1308.71098,1344.6199199999999,1431.48523,2708.45561,984.4177099999999,1267.58006,1376.45852,2168.99905,1786.0717,2148.4458999999997,2055.4616,2982.55376,2008.4439,1642.9044099999999,1457.33748,1450.73636,1334.29195,1594.9621599999998,1452.64891,1551.2065,1674.8126000000002,1432.0661200000002,1916.83817,638.92181,2573.70905,1947.52992,1373.36551,1682.99247,1995.4225,1656.4288600000002,2185.3434300000004,1672.04952,1978.9617,1618.37831,2452.36409,2020.31426,1887.64298,2168.35805,1912.32706,1639.08267,1964.40925,2036.384,2680.6017,1808.22205,2769.1897999999997,2467.03629,2684.8832599999996,2316.4093700000003,1990.10593,2270.57431,2410.1925899999997,2564.13785,2478.69521,2047.40993,2477.58859,2665.92887,3146.9659300000003,2345.99814,3321.9231600000003,2523.85594,2742.3037400000003,3044.2073100000002,2807.60029,2197.54994,2480.20086,2601.23719,1736.10498,2217.8387799999996,2065.33697,1884.6175,1909.9190800000001,1943.92104,2450.954,2512.1523399999996,2387.97137,1899.7522099999999,1722.79205,2264.34272,1910.44755,1835.14864,1966.31076,1671.20054,1768.31863,1254.3516200000001,957.3027900000001,1750.8446000000001,1376.5339,980.99074,1040.0224699999999,757.28515,1454.18238,1266.89874,1505.4740800000002,1600.00138,1584.0548700000002,1732.13697,2386.81583,1947.57504,1430.4782,2422.6859900000004,2624.5227400000003,2257.23886,1827.3301999999999,1609.4951299999998,2839.701,1034.7809300000001,2071.8271,1870.23615,1294.82268,619.15403,1160.5475800000002,1511.31437,1193.26683,1392.9998600000001,2837.56989,1561.2936100000002,1953.74572,2079.03611,38566.499710000004,1719.27516,1024.87781,2452.2597400000004,473.41585,2469.44135,2180.5193,568.20576,1411.5533,1930.8806599999998,1989.16706,1701.60316,2495.3716400000003,1737.48501,1699.37122,866.96222,2524.99031,494.844,3390.2918,1371.7106,3192.1629,3499.6126600000002,3066.0729300000003,2775.83815,871.07083,2517.8840499999997,2076.8308,742.97631,3797.08921,615.16129,2123.07415,1405.7433700000001,36194.160280000004,1389.18352,3376.70566,2389.5686600000004,5267.72172,701.84214,1402.16791,1555.27459,1650.536,2032.7465,1125.0966799999999,780.75307,1467.6177,1575.3809199999998,1055.47983,991.7705699999999,1087.8229,1033.13062,1987.08692,3043.5456200000003,501.889,527.627,1145.7504099999999,1954.96381,2102.3904700000003,1667.3066999999999,989.60861,878.8911999999999,928.9926800000001,996.98925,1071.7053600000002,983.6510999999999,415.93955,516.5373,457.12114,819.1782,908.1133000000001,656.9484399999999,568.86266,202.69043,295.76241999999996,111.7215,380.50779,151.71515,226.03425,335.30469,350.00870000000003,533.5970699999999,597.14588,542.07998,667.7818599999999,689.31789,501.00084999999996,447.65312,622.16022,656.3793499999999,385.47614,317.3519,469.69703000000004,437.55433,571.8703,277.10724,412.19533,377.98494,427.28691,779.25146,399.39286,1086.54584,277.53243,540.5087900000001,460.50016999999997,589.3524399999999,646.5740400000001,541.15729,739.0919399999999,503.66871999999995,749.8989200000001,629.07437,481.19016999999997,523.66549,348.8595,585.7036999999999,482.1927,511.41703,645.25877,608.1736500000001,680.33685,537.7708100000001,516.19241,532.38186,880.71065,287.1536,520.68656,599.37364,615.13253,816.58466,22176.10846,613.24012,593.77016,592.79424,888.23538,904.8719,404.94888000000003,862.06525,514.15884,298.54709,269.38978000000003,241.02831,773.80869,771.3834,987.57231,667.59105,1019.18108,718.96667,852.53032,712.21613,851.91458,401.84722999999997,960.36412,684.45961,634.82189,747.47429,1190.09899,831.03035,733.92988,815.4784599999999,658.6359399999999,700.85213,129.49262000000002,255.39344000000003,397.8455500000001
Republica Centroafricana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republica Checa,,,,,,,,,,,,,,0.966,,,,,,,,,2.015,0.166,,,,,,0.288,,,4.0,,,,,,0.046,0.058,,7.893,,,,,2.99,,,19.6,,,,,,,11.975,,15.434,,5.987,,,19.6,19.6,19.6,39.0,,97.7,,11.156,,,,,,,78.4,23.95,78.4,,,,,,,,58.6,82.651,,,,195.9,97.9,19.6,,0.009,,,,,,,,,0.098,,,,,,,,,,16.0,,16.0,,,,,,,,,,16.0,,,,,,16.0,,,,,,16.0,,0.14,,0.392,,,,,,,,,,24.697119999999998,0.2075,0.089,0.088,,,0.203,16.0,0.162,,,16.0,0.1667,16.27,0.2355,0.19,,,,,,16.0,,16.0,,,,,16.0,0.187,0.111,,,,,16.0,0.1338,0.0692,,0.015,0.123,16.0,,,,16.0,,,,0.082,,,,,,,16.0,,7.212,,16.0,,38.044,,,32.0,,,,,,,0.43542000000000003,,,,,,,,,,20.0,17.0,,,0.0001,0.0001,,,,,,,,,,,,,,,,21.0,,,22.246,,1.0,,,,,22.024,,,,,22.0,6.143,,,,,20.34235,17.527,32.456,22.500220000000002,23.628,13.563,,0.01799,0.01579,,,,,,,0.0433,,,,,,22.16,,,,25.42208,,,29.864,,20.038,,,50.454,,,14.845,,20.0,,,,,,0.5242100000000001,1.8028499999999998,,,,,33.0,,2.7,,,0.18353999999999998,0.02,,,,,,0.14904,21.0,15.966,,,,7.505,0.01,,0.228,,,0.00022,,,,,0.00026000000000000003,11.3,0.0010500000000000002,,,25.0,,17.60058,,43.44,21.5,,,0.6089600000000001,10.544,,,0.948,,,0.057,,0.108,,,0.648,,14.655,,6.3,1.96,,,25.093,,25.09825,,37.04225,24.747,22.79,,0.227,
Republica Dominicana,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,0.196,,,,,,,,,,,,,,,181.814,,,,,,,38.87,,,0.13,1.0,645.442,434.139,261.527,59.824,559.651,34.577,252.275,107.83,,103.447,159.301,39.771,59.08,136.63,159.28,251.525,331.68,87.0,,,,,2.086,71.514,,35.945,234.702,,202.749,,,,,253.818,,49.172,0.039,0.026,69.694,0.01,0.014,166.413,102.546,0.002,91.111,23.552,224.511,0.084,112.012,374.248,169.042,0.002,0.004,255.679,0.002,15.03849,113.36306,181.628,81.592,,21.64,378.7975,288.075,96.9224,69.11237,179.43249,21.64425,107.99381,97.32462,138.5044,185.48232000000002,463.65229,105.42121,21.09984,0.002,168.44601999999998,172.26042999999999,340.884,21.358,140.981,23.673,,187.85,84.2045,334.236,32.72968,56.50332,77.411,283.463,161.0661,42.3395,182.0746,126.69019,48.945,61.017199999999995,460.625,162.7868,164.409,327.23768,239.5166,354.79540000000003,157.03181,454.09762,236.25692,239.63729,166.552,101.91098,67.04392,332.72228,383.05074,42.21506,376.17083,225.39962,158.71470000000002,269.07115000000005,335.39415,192.0891,282.238,221.62028,694.6861,354.2483,1011.5446,744.5495999999999,630.858,475.988,941.1786999999999,380.446,207.54753,622.1902,196.2442,469.0358,368.067,504.749,351.24890000000005,493.098,384.052,682.58174,378.7655,283.059,631.013,243.12,402.57758,372.02,622.006,97.686,260.759,446.502,296.599,405.12,430.79,197.836,92.85,138.366,1419.6626,2011.504,441.17174,309.28899,479.68,569.489,1293.474,465.362,1095.4115800000002,273.571,261.847,163.436,81.00004,1669.284,404.66612,538.169,621.6729,564.96023,485.79,324.7405,222.568,90.37005,51.58585,235.532,24.251,127.73800999999999,34.964,188.78879999999998,122.567,94.81,99.884,,115.358,129.077,46.816,97.82479,209.57157,2450.854,49.261,49.727,48.328,6231.785,49.142,77.24494,25.232,24.426,122.077,2121.883,25.0,2073.663,74.565,73.994,49.303,43.357,89.465,12.8,23.903,,50.376,,23.498,25.0,67.57,23.192,23.257,23.348,23.748,45.106,,49.439,23.283,,72.26,73.248,,27.33679,23.917,49.047,23.692,153.24678,50.30732,105.196,117.50943,95.02,146.538,87.92884,75.62073,109.09525,41.831,53.768,109.22227000000001,107.28554,125.887,30.4828,44.207449999999994,113.21153,68.767,53.75366,68.78325,97.24019,93.33,54.45042,175.45926,24.699,78.0362,71.21453,65.50761,94.67705000000001,195.94387,109.705,81.2777,139.48722,76.89116,47.797,72.7895,25.96838,154.1554,70.5075,0.006,70.303,79.25076,101.98091000000001,22.7805,106.50038,40.311,76.75,149.317,175.87909,155.3773,,4.10034,,0.78,49.253,224.405,248.271,189.779,197.143,139.048,984.80529,246.94883,1723.65,94.75,637.43362,208.798,216.691,97.903,247.246,472.069,230.194,291.755,217.06346,351.145,235.37846,3419.5278,357.12032,202.17,506.33759999999995,1646.61984,494.72290000000004,153.71631,484.74095,194.63130999999998,297.19578,859.1071999999999,2390.7945,547.06241,113.32536999999999,2674.057,,232.1326,976.089,247.0,245.44667,117.021,445.916,197.04967000000002,652.712,484.00323,347.554,260.4689,470.06527,786.07363,216.045,408.32509999999996,386.73348,446.774,275.05653,447.725
San Bartolome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2,,,,,,,,,,
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7,,,,,,,,,,50.1,,,24.162,,,,,,,23.68928,,,,,,,25.76,,,,20.0,,,,,,,,,,,,,,23.36,,,46.057,,,,,25.77,21.93804,,,,,,,,,,,,22.44,,22.54,,,,,,22.53,48.0,22.6,,,24.0,23.028,72.414,45.55,,,,,,,24.101,23.23,,,,22.161,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.05357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.52962,,,,,,,,,,,,,,,,,,,,0.0569,
Rumania,,,,,,10.5,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,19.6,19.6,39.2,,,,,58.8,19.6,2.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.163,,,,,,,,,,,,,,,,0.66,,,,,,,,1.875,,,,,,2.378,,,2.65926,20.0,,,,17.3932,,17.592,,,,,,,,,12.93605,,,,,,,,,,,,,24.0,,,,,,,,,,54.963,,,,,,,,,38.81989,66.136,148.10705,154.07,40.841,44.725199999999994,70.51308999999999,49.2438,61.3122,82.94798,62.993,122.90217,133.44311,122.79935,166.48587,124.52604,164.33429,125.78621000000001,188.67979,266.12946999999997,166.83552,207.06555,100.53181,123.91222,147.72507000000002,121.94394,79.88525,165.49660999999998,59.74064,139.46926000000002,80.40639,164.24454999999998,21.0,23.0,,62.118379999999995,43.19058999999999,,14.97,,,20.20898,81.86914999999999,96.64975,27.0,,,,,42.07197,80.31106,20.917279999999998,64.93342,44.06325,63.808800000000005,126.97635000000001,81.99553999999999,132.86731,61.25396,20.811169999999997,,36.361599999999996,125.05341,83.14729,105.07907,103.3727,80.62886999999999,69.64941999999999,89.63056,,5930.645,1018.205,43.11682,107.38167,213.53220000000002,64.26485,106.56091,85.0025,42.29606,42.29606,,21.14803,,,,,,,,,,49.95,99.9,124.875,149.85,,,,,,,,,,,,,,,,20.0,,,,20.0,,,20.0,,,,,,,,,21.0,,20.0,,,21.0,,,,,25.0,21.0,,,,,,21.0,,,,42.0,,,,,42.0,,,,,,,,,,,,,,,0.0148,,,0.0115,,18298.953,,,,26277.153,44315.587,,,,,9.857,,,,,,,,,,25.0,,,,,0.05447,,,,,,,,,,,,
