País,Enero 1992,Febrero 1992,Marzo 1992,Abril 1992,Mayo 1992,Junio 1992,Julio 1992,Agosto 1992,Septiembre 1992,Octubre 1992,Noviembre 1992,Diciembre 1992,Enero 1993,Febrero 1993,Marzo 1993,Abril 1993,Mayo 1993,Junio 1993,Julio 1993,Agosto 1993,Septiembre 1993,Octubre 1993,Noviembre 1993,Diciembre 1993,Enero 1994,Febrero 1994,Marzo 1994,Abril 1994,Mayo 1994,Junio 1994,Julio 1994,Agosto 1994,Septiembre 1994,Octubre 1994,Noviembre 1994,Diciembre 1994,Enero 1995,Febrero 1995,Marzo 1995,Abril 1995,Mayo 1995,Junio 1995,Julio 1995,Agosto 1995,Septiembre 1995,Octubre 1995,Noviembre 1995,Diciembre 1995,Enero 1996,Febrero 1996,Marzo 1996,Abril 1996,Mayo 1996,Junio 1996,Julio 1996,Agosto 1996,Septiembre 1996,Octubre 1996,Noviembre 1996,Diciembre 1996,Enero 1997,Febrero 1997,Marzo 1997,Abril 1997,Mayo 1997,Junio 1997,Julio 1997,Agosto 1997,Septiembre 1997,Octubre 1997,Noviembre 1997,Diciembre 1997,Enero 1998,Febrero 1998,Marzo 1998,Abril 1998,Mayo 1998,Junio 1998,Julio 1998,Agosto 1998,Septiembre 1998,Octubre 1998,Noviembre 1998,Diciembre 1998,Enero 1999,Febrero 1999,Marzo 1999,Abril 1999,Mayo 1999,Junio 1999,Julio 1999,Agosto 1999,Septiembre 1999,Octubre 1999,Noviembre 1999,Diciembre 1999,Enero 2000,Febrero 2000,Marzo 2000,Abril 2000,Mayo 2000,Junio 2000,Julio 2000,Agosto 2000,Septiembre 2000,Octubre 2000,Noviembre 2000,Diciembre 2000,Enero 2001,Febrero 2001,Marzo 2001,Abril 2001,Mayo 2001,Junio 2001,Julio 2001,Agosto 2001,Septiembre 2001,Octubre 2001,Noviembre 2001,Diciembre 2001,Enero 2002,Febrero 2002,Marzo 2002,Abril 2002,Mayo 2002,Junio 2002,Julio 2002,Agosto 2002,Septiembre 2002,Octubre 2002,Noviembre 2002,Diciembre 2002,Enero 2003,Febrero 2003,Marzo 2003,Abril 2003,Mayo 2003,Junio 2003,Julio 2003,Agosto 2003,Septiembre 2003,Octubre 2003,Noviembre 2003,Diciembre 2003,Enero 2004,Febrero 2004,Marzo 2004,Abril 2004,Mayo 2004,Junio 2004,Julio 2004,Agosto 2004,Septiembre 2004,Octubre 2004,Noviembre 2004,Diciembre 2004,Enero 2005,Febrero 2005,Marzo 2005,Abril 2005,Mayo 2005,Junio 2005,Julio 2005,Agosto 2005,Septiembre 2005,Octubre 2005,Noviembre 2005,Diciembre 2005,Enero 2006,Febrero 2006,Marzo 2006,Abril 2006,Mayo 2006,Junio 2006,Julio 2006,Agosto 2006,Septiembre 2006,Octubre 2006,Noviembre 2006,Diciembre 2006,Enero 2007,Febrero 2007,Marzo 2007,Abril 2007,Mayo 2007,Junio 2007,Julio 2007,Agosto 2007,Septiembre 2007,Octubre 2007,Noviembre 2007,Diciembre 2007,Enero 2008,Febrero 2008,Marzo 2008,Abril 2008,Mayo 2008,Junio 2008,Julio 2008,Agosto 2008,Septiembre 2008,Octubre 2008,Noviembre 2008,Diciembre 2008,Enero 2009,Febrero 2009,Marzo 2009,Abril 2009,Mayo 2009,Junio 2009,Julio 2009,Agosto 2009,Septiembre 2009,Octubre 2009,Noviembre 2009,Diciembre 2009,Enero 2010,Febrero 2010,Marzo 2010,Abril 2010,Mayo 2010,Junio 2010,Julio 2010,Agosto 2010,Septiembre 2010,Octubre 2010,Noviembre 2010,Diciembre 2010,Enero 2011,Febrero 2011,Marzo 2011,Abril 2011,Mayo 2011,Junio 2011,Julio 2011,Agosto 2011,Septiembre 2011,Octubre 2011,Noviembre 2011,Diciembre 2011,Enero 2012,Febrero 2012,Marzo 2012,Abril 2012,Mayo 2012,Junio 2012,Julio 2012,Agosto 2012,Septiembre 2012,Octubre 2012,Noviembre 2012,Diciembre 2012,Enero 2013,Febrero 2013,Marzo 2013,Abril 2013,Mayo 2013,Junio 2013,Julio 2013,Agosto 2013,Septiembre 2013,Octubre 2013,Noviembre 2013,Diciembre 2013,Enero 2014,Febrero 2014,Marzo 2014,Abril 2014,Mayo 2014,Junio 2014,Julio 2014,Agosto 2014,Septiembre 2014,Octubre 2014,Noviembre 2014,Diciembre 2014,Enero 2015,Febrero 2015,Marzo 2015,Abril 2015,Mayo 2015,Junio 2015,Julio 2015,Agosto 2015,Septiembre 2015,Octubre 2015,Noviembre 2015,Diciembre 2015,Enero 2016,Febrero 2016,Marzo 2016,Abril 2016,Mayo 2016,Junio 2016,Julio 2016,Agosto 2016,Septiembre 2016,Octubre 2016,Noviembre 2016,Diciembre 2016,Enero 2017,Febrero 2017,Marzo 2017,Abril 2017,Mayo 2017,Junio 2017,Julio 2017,Agosto 2017,Septiembre 2017,Octubre 2017,Noviembre 2017,Diciembre 2017,Enero 2018,Febrero 2018,Marzo 2018,Abril 2018,Mayo 2018,Junio 2018,Julio 2018,Agosto 2018,Septiembre 2018,Octubre 2018,Noviembre 2018,Diciembre 2018,Enero 2019,Febrero 2019,Marzo 2019,Abril 2019,Mayo 2019,Junio 2019,Julio 2019,Agosto 2019,Septiembre 2019,Octubre 2019,Noviembre 2019,Diciembre 2019,Enero 2020,Febrero 2020,Marzo 2020,Abril 2020,Mayo 2020,Junio 2020,Julio 2020,Agosto 2020,Septiembre 2020,Octubre 2020,Noviembre 2020,Diciembre 2020,Enero 2021,Febrero 2021,Marzo 2021,Abril 2021,Mayo 2021,Junio 2021,Julio 2021,Agosto 2021,Septiembre 2021,Octubre 2021,Noviembre 2021,Diciembre 2021,Enero 2022(p),Febrero 2022(p),Marzo 2022(p),Abril 2022(p),Mayo 2022(p),Junio 2022(p),Julio 2022(p),Agosto 2022(p),Septiembre 2022(p),Octubre 2022(p),Noviembre 2022(p),Diciembre 2022(p),Enero 2023(p),Febrero 2023(p),Marzo 2023(p),Abril 2023(p),Mayo 2023(p),Junio 2023(p),Julio 2023(p),Agosto 2023(p),Septiembre 2023(p),Octubre 2023(p),Noviembre 2023(p),Diciembre 2023(p),Enero 2024(p),Febrero 2024(p),Marzo 2024(p),Abril 2024(p),Mayo 2024(p),Junio 2024(p),Julio 2024(p),Agosto 2024(p),Septiembre 2024(p),Octubre 2024(p),Noviembre 2024(p),Diciembre 2024(p),Enero 2025(p),Febrero 2025(p),Marzo 2025(p)
San Bartolome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02742,,,,,,,,,,
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02580636,,,,,,,,,,0.06537875,,,0.028192,,,,,,,0.0237433,,,,,,,0.017065610000000002,,,,0.012025600000000001,,,,,,,,,,,,,,0.0187,,,0.0456141,,,,,0.0389625,0.0422075,,,,,,,,,,,,0.039992,,0.052163,,,,,,0.052028,0.0271658,0.048688,,,0.015164700000000001,0.02424,0.0538884,0.066623,,,,,,,0.0128785,0.0224356,,,,0.0128024,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15328332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1187275,,,,,,,,,,,,,,,,,,,,3e-05,
Rumania,,,,,,0.0147,,,,,,,,,,,,,,,,,0.02835,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07056,0.03528,0.03332,0.084672,,,,,0.124883,0.043904,0.042403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103965,,,,,,,,,,,,,,,,0.006977,,,,,,,,0.00425,,,,,,0.0082676,,,0.0054284,0.00386598,,,,0.08489302,,0.08503875,,,,,,,,,0.0773505,,,,,,,,,,,,,0.0078282,,,,,,,,,,0.03465416,,,,,,,,,0.034625,0.10538188000000001,0.1727299,0.27981508,0.053472769999999996,0.10227283,0.0682793,0.05432322,0.0611979,0.08567311999999999,0.07241908999999999,0.13178809,0.14107786,0.10534542,0.13144053,0.10232196,0.12422042,0.10357546000000001,0.16718207000000002,0.22609345,0.14644638000000001,0.18860513,0.0854959,0.1154266,0.1626475,0.14115886,0.0807775,0.19466663,0.05796774,0.16024016,0.07307071000000001,0.1488866,0.03569381,0.0197496,,0.05601847,0.04240885,,0.012078950000000001,,,0.017766220000000003,0.07487597,0.08918026,0.05089896,,,,,0.045072129999999995,0.07762859,0.020074889999999998,0.07728724000000001,0.06361419,0.07576387,0.15057479999999998,0.08013852,0.11849114999999999,0.057321800000000006,0.028354729999999998,,0.05475724,0.16621645999999998,0.1104719,0.16555824,0.13988126,0.11122734,0.12081067999999999,0.18261849,,2.90008541,0.49790225,0.08399174000000001,0.19893974,0.36476065,0.114948,0.17686052,0.13486465,0.06191252,0.06191252,,0.03095626,,,,,,,,,,0.039368,0.085334,0.112631,0.111138,,,,,,,,,,,,,,,,0.0302,,,,0.03455,,,0.03648,,,,,,,,,0.04189825,,0.03945,,,0.0434845,,,,,0.05643,0.04542,,,,,,0.036298,,,,0.066132,,,,,0.059786,,,,,,,,,,,,,,,0.0023078,,,0.001384,,2.59974843,,,,3.41864153,5.23379394,,,,,0.2276662,,,,,,,,,,0.06164429,,,,,5e-06,,,,,,,,,,,,
Rusia Federación De,,,,,,,,,,,,0.104662,,,0.104734,,,,,,,,,,,,,,0.020795,,,,,,,,,,0.054242,,,,,0.016,,,,0.012538,,0.000947,,0.082222,0.075606,0.07415,0.071111,0.070912,,0.070701,0.070424,,,0.06445,,,0.072,0.06804,,0.061954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02992,,,0.198136,,,0.02816,,0.026048,,,,,,,,,,0.062174019999999997,,,0.017337599999999998,,,9.259999999999999e-05,0.035863940000000004,0.021310799999999998,0.03966256,0.1166,0.046095279999999995,0.21510071,0.22379088,,0.08049,0.056816,0.08819376,0.02143064,0.052816129999999996,0.06863131,0.042133620000000004,0.03928512,0.08087744000000001,0.06924952000000001,0.02386686,0.011783,0.06454233,0.07220248,,0.073846,0.036256,0.0413028,0.1154148,0.15741314,0.10633998,0.20164769,0.26731973,0.25989806,0.24656142,0.22408133,0.49535691,0.43960659999999996,0.4261892,0.11482444,0.14591552,0.44424885,0.23268787,0.31461862,0.12828592,0.1248952,0.18914688000000002,0.05456,0.027076689999999997,0.148674,0.09152,0.088,0.33112173,0.50686617,0.24621102,0.274988,0.52152241,0.235248,0.38358083000000004,0.384488,0.200168,0.22509579999999998,,0.32494691,0.1967148,0.14583,0.15400704,0.19948607999999998,0.1311024,0.16898392,0.0144,0.176704,0.45735187,0.213904,0.08000035000000001,0.459366,0.26823759999999996,0.3603,0.52429066,0.46307,0.12098402,,,,0.05012566,0.33761153000000005,0.04928,0.06897539,0.084898,0.06336,0.064306,0.13387786,0.22312087,0.32879785,0.19231767000000002,0.43856057,0.59096325,0.61295559,0.59021696,0.8976134,1.36064153,0.28902498,0.9690891800000001,0.09479,1.0983326,0.86120825,1.49631481,1.4789624399999999,1.109353,0.2635,1.55767707,1.33472,1.44191233,0.9053971199999999,0.17730364,1.6029948,0.459135,1.427659,1.476054,0.819008,1.4847586000000002,1.3657931,0.07014216000000001,1.5385725,0.126368,1.33483256,0.3756395,1.2251522,1.32829752,1.1797231799999999,1.6028021200000002,0.587892,0.079956,1.122696,0.01633,,0.615542,,0.89543952,0.683921,1.1627964,,1.25921626,0.6394408,0.7706448,0.25675241,0.85642617,0.07696202,,0.6091761,,0.6034490699999999,0.292588,0.32321073,0.2986078,0.29402025,0.25490096,0.6207849799999999,0.62155735,0.161874,0.13165,0.20587842,0.70761045,0.32126,0.41238775,0.1309108,0.08674639999999999,0.19587478,0.44181721,,0.16039379999999998,0.23141070000000002,0.22672188000000001,0.2775953,0.28948111,0.42823578,0.1524482,0.74262326,0.155229,1.00989058,0.09033648,0.39877872,0.41621721,0.47095278,0.24967,0.831723,0.69631615,0.3592947,0.13846060000000002,0.01282227,0.3631819,,0.13629194,0.7653865799999999,0.32829784,0.4526272,,,,0.16664845,0.4147566,0.2913823,0.110982,,0.17767158,0.2602392,0.36432521,0.31872385,0.44130041999999997,0.39023608000000004,0.41427386,0.40088728,0.293502,0.31404835999999997,0.50641428,0.40021251,0.11161858,0.36687523,0.0949,0.30723864,,,0.35067529999999997,0.23011592,0.28119120000000003,0.079227,0.079552,0.3034223,0.26943409,1.16927078,1.22575198,0.98009125,0.84954274,0.83457224,1.30957824,1.00090056,1.87610228,0.6774759100000001,2.66869434,,3.2726297599999996,0.010285,10.16,0.44360883,11.63735832,0.36064605,1.43057411,0.58967151,0.78422249,10.59179427,0.5500614300000001,3.90815301,0.029007770000000002,,,,,,,,,,8.28913408,,,,,0.08218108,0.08189805,0.24504997,0.14499261,,0.25439695,0.03988424,0.03200128,0.032112249999999995,0.06465645,
"Salomón, Islas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19602,,,0.1188
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Elena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031074360000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00795328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0102695,,,,26.39715193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.05893487,,,,,,17.1369,,,,,,,12.17967331,,,,,,9.30343534,,10.517484710000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06471053,,0.2592,,,,,,,,,,,,,,,,,0.003738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7995,,,,,,,,0.00050288,,,,,0.0204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2301,,0.13104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009152,,0.05360608,,,,0.07409248,,0.07409248,,,,,,0.1673056,,,,0.10891936,,0.1126752,,,,,,,,0.13616,,,,,,,,0.138036,,0.138036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13624,,,,,,,,,,,,,0.12285,,0.0345,,,,,,,,,,,,,,,,,,,,,,,0.0421,0.14394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,0.04145,,0.041166,,,0.031528,,0.001672,0.0021,0.057357,0.075061,0.040084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0091,0.0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapur,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,0.074286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003397,,,,0.008342,,,,,,,,,,,,,0.060161,,,,,,,,,,,,,,,,,,,,,,,3.6e-05,,,,,,,,,,,,,,,,,,,,,,0.0011936400000000002,,,,,,,,0.0702,0.0708975,0.057258,,,,0.00112933,0.03002293,,,0.0024871900000000002,,0.017295599999999998,,,0.00974742,0.0008,,,0.0124016,0.00646706,0.024208080000000003,0.01212386,0.00669692,0.03314867,0.0024024000000000003,0.0005003399999999999,0.00092379,,,,,0.0020736,0.00189904,,0.01151268,,,,,,,,,0.00080272,0.015,,0.0005206900000000001,0.0007031,0.00099756,,0.00032865,0.0010220700000000001,0.00063212,0.000185,,,0.00104431,0.00061776,0.00065513,,0.0003906,,,0.00188673,0.008780719999999999,0.00102994,,0.0007276,,0.0003307,0.054646440000000004,0.08372239999999999,,0.00133968,0.02605452,0.047672690000000004,0.00043639,0.03601114,0.01035807,0.0066021199999999995,0.0012358900000000001,,0.0004384,,7.136e-05,0.04453128,0.04011294,0.01052902,0.0008908,0.06241046,0.0728,0.022202529999999998,0.040915160000000006,0.043205059999999997,0.00312128,0.00077728,,0.0009420800000000001,4.7159999999999996e-05,0.00266501,0.0001,0.00027744,,,0.08495130000000001,,0.07449725,0.01265103,0.1017635,0.08272,,0.0618072,0.03776731,,0.116053,,0.044435,,0.002255,28.1119269,0.000205,0.000205,0.10736,42.30279286,58.12520181,,0.00454252,,,,,,,,,12.93455121,0.0258,0.074995,,,0.05936,0.036496,0.018523,0.031,,10.01619876,7.65184133,,6.44065235,9.254541369999998,0.0237,9.90319981,,10.860263,0.028420599999999997,13.091158960000001,,14.612234,0.0198,,0.19077,,0.0263,0.31488186,0.093365,,0.42529799,,0.02185,0.09610963,0.32657905,0.0177,,0.1847768,0.26565531,0.0102775,0.14827445,0.0057234899999999995,0.03285,,,,0.026649,0.11566201,,0.02849,,0.02714,0.028375,0.07891,0.074241,0.06694,0.078975,0.0558,0.03602,,0.023,,0.049744,,0.03325024,0.02643,0.035066,0.67240627,,0.04365,0.02423,0.0679,,0.05210983,0.02354,0.07423,0.02409,11.348966220000001,0.052477,0.02099,0.06111,,0.0516,0.103188,0.09978575,0.01994,0.039424,,0.01915,,0.029068,0.05393,0.02729,0.0208,0.051805,0.139,,0.01249908,0.03014,0.068266,,0.0206,0.014089,0.02979,0.03275,,,0.21131451999999998,0.01467,0.07788142999999999,0.0529135,,0.02825,,,0.009340010000000001,,0.05165191,,,0.02295199
Siria. Republica Árabe De,,,,,,0.04032,0.038768,,0.01728,,0.02124,0.023362,0.047162,,,,,,,,0.02662,,,0.104575,0.05361,0.08022,0.02772,0.085893,0.021473,,,,,,,,,,,0.04644,0.106626,0.322778,0.091306,0.09,0.216,,,0.09288,0.0378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00795095,,,0.0083656,,0.0076104,,,,0.0067662,,,,,,,,,,,,,,,,,,,0.0070855,,,,,,,,,,,,,,,,,,0.03349786,,,,1.39328,0.411872,,,,,,,0.01367,,,,0.04678948,,,,,,,0.03667806,,0.07303986999999999,,,,,,,0.049979699999999995,,0.00758909,0.055947550000000006,,,,,,0.02780075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004598,,,,,,,,,,,0.17192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018,,,,,,,,,,,,,0.0021,,0.06738933999999999,,,,,,,,0.0021,,,,0.05506255,,0.0042,0.03917543,,0.03753645,0.037924519999999996,,0.03910192,,0.08819009,,0.0042,,,0.0039,,,,,,,,,,,,,,,,,0.009268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
